nateam,birth_date,birth_country_isoCode,birth_country,player_name,player_id,normal_position
northern ireland,1989-02-06,gb-nir,northern ireland,craig cathcart,3160,d
england,1981-11-19,gb-eng,england,ian evatt,1694,d
wales,1988-11-06,gb-wls,wales,neal eardley,4066,d
england,1981-11-12,gb-eng,england,dj campbell,2861,f
england,1979-08-25,gb-eng,england,marlon harewood,1609,f
england,1976-10-18,gb-eng,england,brett ormerod,2133,f
england,1981-06-04,gb-eng,england,gary taylor-fletcher,4086,f
scotland,1981-06-22,gb-sct,scotland,stephen crainey,2557,d
france,1987-10-17,fr,france,elliot grandin,4076,m
england,1982-09-28,gb-eng,england,luke varney,4087,f
israel,1984-09-15,il,israel,dekel keinan,4237,d
england,1981-04-24,gb-eng,england,keith southern,2403,m
scotland,1991-03-13,gb-eng,england,matt phillips,4074,m
france,1984-02-05,fr,france,ludovic sylvestre,4078,m
ghana,1978-06-13,gh,ghana,richard kingson,3329,g
croatia,1988-01-05,hr,croatia,nikola kalinic,3825,f
spain,1975-10-22,es,spain,míchel salgado,3818,d
new zealand,1977-10-18,nz,new zealand,ryan nelsen,2634,d
england,1992-02-21,gb-eng,england,phil jones,3820,d
france,1981-10-09,fr,france,gaël givet,3569,d
congo,1984-03-28,fr,france,christopher samba,3070,d
senegal,1987-12-16,sn,senegal,mame biram diouf,3925,f
france,1988-12-15,fr,france,steven nzonzi,3821,m
zimbabwe,1978-08-13,zw,zimbabwe,benjani,2969,f
ireland,1980-09-13,ie,ireland,keith andrews,2584,m
france,1979-02-21,fr,france,pascal chimbonda,3026,d
sweden,1988-05-17,se,sweden,martin olsson,2867,d
canada,1990-06-05,ca,canada,junior hoilett,3823,m
england,1961-09-02,gb-eng,england,chris whyte,630,d
england,1965-01-27,gb-eng,england,mike newell,86,f
england,1973-03-10,gb-eng,england,chris sutton,390,f
england,1965-05-03,gb-eng,england,nicky marker,68,d
england,1967-11-20,gb-eng,england,stuart ripley,79,m
england,1969-09-26,gb-eng,england,paul warhurst,501,d
spain,1984-03-20,es,spain,fernando torres,3420,f
spain,1981-11-25,es,spain,xabi alonso,2719,m
spain,1983-01-17,es,spain,álvaro arbeloa,3127,d
israel,1980-05-05,il,israel,yossi benayoun,3013,m
norway,1980-09-24,no,norway,john arne riise,2110,d
netherlands,1986-12-19,nl,netherlands,ryan babel,3413,m
finland,1973-10-07,fi,finland,sami hyypiä,1710,d
cameroon,1982-11-02,fr,france,charles itandje,3402,g
ireland,1979-03-02,ie,ireland,damien duff,1004,m
england,1986-01-23,gb-eng,england,steven taylor,2323,d
france,1986-05-28,fr,france,charles n'zogbia,2755,m
nigeria,1984-10-28,ng,nigeria,obafemi martins,3176,f
cameroon,1978-12-20,cm,cameroon,geremi,2316,m
brazil,1976-05-29,br,brazil,caçapa,3463,d
england,1981-11-08,gb-eng,england,joe cole,1632,m
portugal,1979-01-18,pt,portugal,paulo ferreira,2654,d
england,1980-12-20,gb-eng,england,ashley cole,1494,d
portugal,1978-05-18,pt,portugal,ricardo carvalho,2653,d
germany,1976-09-26,de,germany,michael ballack,3103,m
cote d’ivoire,1985-08-05,ci,cote d’ivoire,salomon kalou,3107,f
france,1973-02-18,fr,france,claude makelele,2454,m
portugal,1975-10-21,pt,portugal,henrique hilário,3097,g
ukraine,1976-09-29,ua,ukraine,andriy shevchenko,3106,f
ghana,1982-12-03,gh,ghana,michael essien,2890,m
brazil,1982-06-17,br,brazil,alex,2655,d
jamaica,1974-04-22,jm,jamaica,darren moore,1815,d
egypt,1981-12-15,eg,egypt,hossam ghaly,2993,m
australia,1979-05-27,au,australia,mile sterjovski,3378,m
england,1972-12-24,gb-eng,england,marc edworthy,1370,d
scotland,1985-02-11,gb-sct,scotland,jay mceveley,2199,d
scotland,1979-12-23,gb-sct,scotland,kenny miller,2589,f
scotland,1982-10-02,gb-sct,scotland,stephen pearson,3377,m
united states,1974-05-17,us,united states,eddie lewis,2081,m
wales,1984-07-19,gb-wls,wales,lewis price,3370,g
argentina,1982-02-24,ar,argentina,emanuel villa,3380,f
england,1984-06-10,gb-eng,england,dean leacock,2076,d
england,1967-12-15,gb-eng,england,david howells,560,m
england,1962-08-28,gb-eng,england,paul allen,567,m
england,1959-11-17,gb-eng,england,terry fenwick,550,d
northern ireland,1975-03-23,gb-eng,england,andy turner,562,m
england,1969-12-18,gb-eng,england,justin edinburgh,551,d
england,1968-05-09,gb-eng,england,neil ruddock,558,d
scotland,1965-12-06,gb-sct,scotland,gordon durie,577,f
england,1969-11-12,gb-eng,england,jason cundy,547,d
norway,1962-10-28,no,norway,erik thorstvedt,545,g
england,1964-02-22,gb-eng,england,andrew gray,575,m
england,1970-09-21,gb-eng,england,lee hurst,137,m
england,1961-08-19,gb-eng,england,micky gynn,618,m
england,1964-11-06,gb-eng,england,stewart robson,135,m
england,1966-03-04,gb-eng,england,robert rosario,412,f
england,1968-03-29,gb-eng,england,david smith,619,m
england,1958-09-26,gb-eng,england,kenny sansom,178,d
england,1973-05-01,gb-eng,england,terry fleming,617,m
sweden,1969-04-18,se,sweden,stefan schwarz,843,m
england,1963-11-03,gb-eng,england,ian wright,29,f
england,1962-11-21,gb-eng,england,alan smith,26,f
england,1971-07-15,gb-eng,england,jason wilcox,80,m
australia,1964-11-22,au,australia,robbie slater,854,m
england,1959-11-19,gb-eng,england,tony gale,786,d
denmark,1969-03-30,dk,denmark,per pedersen,1141,f
greece,1969-10-22,de,germany,giorgos donis,1140,m
scotland,1970-02-24,gb-sct,scotland,neil sullivan,583,g
england,1969-12-05,gb-eng,england,dean blackwell,589,d
ireland,1983-05-18,ie,ireland,sean thornton,2350,m
england,1977-04-28,gb-eng,england,darren williams,1260,m
england,1982-09-07,gb-eng,england,chris black,2351,m
ireland,1977-02-01,ie,ireland,kevin kilbane,1757,m
scotland,1981-06-07,gb-sct,scotland,kevin kyle,1973,f
england,1975-07-25,gb-eng,england,jody craddock,1754,d
sweden,1971-03-15,se,sweden,joachim björklund,2136,d
england,1973-07-25,gb-eng,england,kevin phillips,1768,f
ireland,1985-01-06,ie,ireland,richie ryan,2347,m
wales,1978-12-08,gb-wls,wales,john oster,1401,m
latvia,1976-01-21,lv,latvia,igors stepanovs,1832,d
brazil,1976-10-07,br,brazil,gilberto silva,2165,m
france,1973-10-29,fr,france,robert pires,1835,m
netherlands,1975-02-05,nl,netherlands,giovanni van bronckhorst,2003,m
australia,1972-04-05,au,australia,paul okon,1950,m
spain,1981-04-14,es,spain,raúl bravo,2255,d
south africa,1969-04-12,za,south africa,lucas radebe,886,d
england,1977-05-18,gb-eng,england,danny mills,929,d
sweden,1973-04-15,se,sweden,teddy lucic,2254,d
norway,1977-09-13,no,norway,eirik bakke,1706,m
australia,1975-10-09,au,australia,mark viduka,1909,f
england,1984-03-01,gb-eng,england,david murphy,2119,d
slovakia,1977-08-08,sk,slovakia,szilard nemeth,2123,f
england,1999-08-20,gb-eng,england,joe willock,14446,m
france,1997-03-12,fr,france,allan saint-maximin,12817,f
brazil,1996-08-14,br,brazil,joelinton,20607,f
england,1995-02-24,gb-eng,england,jacob murphy,9662,m
sweden,1994-08-02,se,sweden,emil krafth,66494,d
paraguay,1994-02-10,py,paraguay,miguel almirón,54312,m
wales,1991-09-26,gb-wls,wales,paul dummett,4340,d
slovakia,1989-01-15,sk,slovakia,martin dúbravka,6451,g
scotland,1989-09-10,gb-eng,england,matt ritchie,3934,m
argentina,1989-02-21,ar,argentina,federico fernández,5672,d
spain,1994-05-05,es,spain,javier manquillo,4918,d
northern ireland,1998-01-25,gb-eng,england,jamal lewis,14938,d
england,2000-03-21,gb-eng,england,matty longstaff,14903,m
ireland,1992-01-31,ie,ireland,jeff hendrick,8586,m
england,1997-10-30,gb-eng,england,sean longstaff,14897,m
england,1992-03-27,gb-eng,england,mark gillespie,8321,g
portugal,1994-08-10,pt,portugal,bernardo silva,5067,m
england,1990-05-28,gb-eng,england,kyle walker,3955,d
england,1985-09-03,gb-eng,england,scott carson,2250,g
brazil,1997-04-03,br,brazil,gabriel jesus,19680,f
spain,2001-01-09,es,spain,eric garcía,24635,d
portugal,1994-05-27,pt,portugal,joão cancelo,5051,d
spain,2000-02-29,es,spain,ferran torres,43098,f
germany,1990-10-24,de,germany,ilkay gündogan,5101,m
spain,1996-06-22,es,spain,rodri,16286,m
united states,1995-04-02,us,united states,zack steffen,54392,g
algeria,1991-02-21,fr,france,riyad mahrez,8983,m
england,2002-05-06,gb-eng,england,cole palmer,49293,m
france,1994-07-17,fr,france,benjamin mendy,5575,d
england,2000-05-28,gb-eng,england,phil foden,14805,m
portugal,1997-05-14,pt,portugal,rúben dias,16431,d
spain,1994-05-27,fr,france,aymeric laporte,11044,d
serbia,1974-10-28,rs,serbia,dejan stefanovic,1095,d
sweden,1971-12-29,se,sweden,niclas alexandersson,1447,m
brazil,1972-03-30,br,brazil,emerson thome,1445,d
netherlands,1966-10-12,nl,netherlands,wim jonk,1615,m
italy,1971-08-14,it,italy,benito carbone,1240,f
england,1977-11-30,gb-eng,england,ritchie humphreys,1097,m
czech republic,1968-03-10,cz,czech republic,pavel srnicek,708,g
norway,1973-09-17,no,norway,petter rudi,1446,m
norway,1976-11-10,no,norway,steffen iversen,1277,f
france,1967-01-25,fr,france,david ginola,1083,f
germany,1970-01-19,de,germany,steffen freund,1628,m
denmark,1971-03-13,dk,denmark,allan nielsen,1275,m
england,1966-03-19,gb-eng,england,andy sinton,456,m
england,1971-06-19,gb-eng,england,chris armstrong,167,f
england,1978-03-31,gb-eng,england,stephen clemence,961,m
spain,1990-11-07,es,spain,david de gea,4330,g
argentina,1990-03-20,ar,argentina,marcos rojo,10472,d
england,1995-07-12,gb-eng,england,luke shaw,4608,d
colombia,1986-02-10,co,colombia,radamel falcao,10477,f
northern ireland,1995-04-27,gb-nir,northern ireland,patrick mcnair,10473,d
netherlands,1990-03-09,nl,netherlands,daley blind,4888,d
netherlands,1983-08-06,nl,netherlands,robin van persie,2616,f
brazil,1990-07-09,br,brazil,rafael,3664,d
argentina,1988-02-14,ar,argentina,ángel di maría,5794,m
spain,1989-08-14,es,spain,ander herrera,10475,m
denmark,1984-04-13,dk,denmark,anders lindegaard,4154,g
brazil,1996-01-01,be,belgium,andreas pereira,10476,m
belgium,1995-02-05,be,belgium,adnan januzaj,4541,m
scotland,1984-02-01,gb-sct,scotland,darren fletcher,1943,m
ecuador,1985-08-04,ec,ecuador,antonio valencia,3285,d
spain,1988-04-28,es,spain,juan mata,4287,m
england,1993-01-13,gb-eng,england,tom thorpe,4334,d
cote d’ivoire,1981-06-13,ci,cote d’ivoire,guy demel,4680,d
uruguay,1995-04-08,es,spain,diego poyet,8356,m
england,1989-03-29,gb-eng,england,james tomkins,3517,d
france,1985-03-20,fr,france,morgan amalfitano,4849,m
cameroon,1987-09-09,cm,cameroon,alexandre song,2837,m
senegal,1989-12-24,sn,senegal,diafra sakho,10540,f
ecuador,1989-11-04,ec,ecuador,enner valencia,10541,f
argentina,1987-03-18,ar,argentina,mauro zárate,3338,f
england,1992-02-08,gb-eng,england,carl jenkinson,4248,d
portugal,1986-10-01,pt,portugal,ricardo vaz tê,2447,f
spain,1981-08-23,es,spain,carlos cuellar,3563,d
togo,1983-06-01,tg,togo,moustapha salifou,3326,m
england,1982-12-14,gb-eng,england,steve sidwell,2007,m
england,1981-02-19,gb-eng,england,nicky shorey,3186,d
england,1987-11-05,gb-eng,england,isaiah osbourne,3064,m
netherlands,1984-03-06,nl,netherlands,daniel de ridder,3334,m
england,1981-05-02,gb-eng,england,chris kirkland,1359,g
egypt,1983-02-23,eg,egypt,mido,2815,f
poland,1988-06-27,pl,poland,tomasz cywka,3287,m
france,1980-09-27,fr,france,olivier kapo,3335,m
poland,1990-04-18,pl,poland,wojciech szczesny,3543,g
england,1993-08-15,gb-eng,england,alex oxlade-chamberlain,4252,m
england,1989-09-26,gb-eng,england,kieran gibbs,3046,d
france,1991-05-13,fr,france,francis coquelin,3549,m
germany,1985-06-04,pl,poland,lukas podolski,4480,f
spain,1984-12-13,es,spain,santi cazorla,4477,m
germany,1984-09-29,de,germany,per mertesacker,4246,d
spain,1982-03-26,es,spain,mikel arteta,2704,m
cote d’ivoire,1987-05-27,ci,cote d’ivoire,gervinho,4255,f
belgium,1985-11-14,be,belgium,thomas vermaelen,3796,d
england,1989-03-16,gb-eng,england,theo walcott,2839,f
france,1985-09-10,fr,france,laurent koscielny,4030,d
france,1986-09-30,fr,france,olivier giroud,4481,f
brazil,1983-03-08,br,brazil,andré santos,4247,d
italy,1988-03-02,it,italy,vito mannone,2834,g
russia,1981-05-29,ru,russia,andrey arshavin,3550,m
wales,1990-12-26,gb-wls,wales,aaron ramsey,3548,m
netherlands,1983-04-22,nl,netherlands,jos hooiveld,4610,d
scotland,1986-05-29,gb-sct,scotland,daniel fox,2701,d
england,1985-02-02,gb-eng,england,richard chaplow,2339,m
zambia,1990-11-21,zm,zambia,emmanuel mayuka,4629,f
argentina,1992-01-02,ar,argentina,paulo gazzaniga,4600,g
england,1982-10-29,gb-eng,england,frazer richardson,2258,d
nigeria,1996-10-03,ng,nigeria,kelechi iheanacho,13554,f
poland,1988-06-08,pl,poland,kamil grosicki,21731,m
italy,1988-02-16,it,italy,andrea ranocchia,12512,d
senegal,1990-03-06,fr,france,alfred n'diaye,4645,m
brazil,1986-08-23,br,brazil,evandro,6494,m
senegal,1990-04-18,sn,senegal,oumar niasse,13390,f
england,1990-09-25,gb-eng,england,sam clucas,9100,m
scotland,1985-03-05,gb-sct,scotland,david marshall,4726,g
norway,1990-02-14,no,norway,adama diomande,12983,f
norway,1992-07-25,no,norway,markus henriksen,6204,m
costa rica,1990-02-18,cr,costa rica,bryan oviedo,4504,d
bosnia & herzegovina,1992-09-10,de,germany,muhamed besic,10451,m
belgium,1993-05-13,be,belgium,romelu lukaku,4290,f
england,1993-12-05,gb-eng,england,ross barkley,4115,m
england,1993-05-21,gb-eng,england,luke garbutt,3868,d
canada,1987-03-28,jm,jamaica,simeon jackson,4364,f
wales,1983-08-29,gb-wls,wales,steve morison,4365,f
england,1991-01-16,gb-eng,england,declan rudd,4347,g
scotland,1988-11-04,gb-eng,england,chris martin,4367,f
england,1985-08-23,gb-eng,england,marc tierney,4350,d
england,1986-08-20,za,south africa,andrew surman,2338,m
mali,1989-01-24,fr,france,samba diakité,4377,m
south korea,1981-02-25,kr,south korea,park ji-sung,2940,m
england,1980-01-18,gb-eng,england,robert green,2758,g
scotland,1985-09-22,gb-sct,scotland,jamie mackie,4381,f
brazil,1990-07-09,br,brazil,fábio,3665,d
england,1981-01-16,gb-eng,england,bobby zamora,2603,f
england,1978-10-19,gb-eng,england,clint hill,4371,d
portugal,1982-08-24,cd,dr congo,josé bosingwa,3587,d
england,1981-10-25,gb-eng,england,shaun wright-phillips,1934,m
england,1981-02-10,gb-eng,england,andrew johnson,2695,f
england,1977-12-06,gb-eng,england,shaun derry,2823,m
ireland,1983-05-07,ie,ireland,brian murphy,1926,g
sweden,1963-11-27,se,sweden,roland nilsson,504,d
sweden,1973-03-19,se,sweden,magnus hedman,1358,g
norway,1967-02-15,no,norway,trond egil soltvedt,1360,m
australia,1976-02-05,au,australia,john aloisi,1543,f
netherlands,1973-11-01,nl,netherlands,clyde wijnhard,1567,f
england,1975-01-19,gb-eng,england,danny granville,1144,d
netherlands,1972-03-27,sr,suriname,jimmy floyd hasselbaink,1413,f
wales,1980-09-01,gb-wls,wales,matthew jones,1411,m
norway,1972-11-23,no,norway,alf inge haaland,938,d
portugal,1975-10-22,pt,portugal,bruno ribeiro,1410,m
ireland,1979-12-09,ie,ireland,stephen mcphail,1407,m
england,1971-03-14,gb-eng,england,david wetherall,228,d
australia,1978-09-22,au,australia,harry kewell,1049,m
scotland,1970-08-21,gb-sct,scotland,david hopkin,108,m
ireland,1977-08-31,ie,ireland,ian harte,1045,d
england,1994-03-07,gb-eng,england,jordan pickford,4640,g
iceland,1989-09-08,is,iceland,gylfi sigurdsson,4421,m
brazil,1992-09-08,br,brazil,bernard,5907,f
france,1993-07-20,fr,france,lucas digne,5758,d
brazil,1997-05-10,br,brazil,richarlison,24630,f
england,1997-03-16,gb-eng,england,dominic calvert-lewin,9576,f
senegal,1989-09-26,sn,senegal,idrissa gueye,12582,m
turkey,1991-06-07,de,germany,cenk tosun,12114,f
england,1998-06-30,gb-eng,england,tom davies,13389,m
netherlands,1982-09-22,nl,netherlands,maarten stekelenburg,4779,g
nigeria,1997-10-20,gb-eng,england,ademola lookman,13278,f
france,1993-03-15,fr,france,paul pogba,3920,m
portugal,1999-03-18,pt,portugal,diogo dalot,24252,d
england,1997-10-31,gb-eng,england,marcus rashford,13565,f
sweden,1994-07-17,se,sweden,victor lindelöf,5066,d
brazil,1993-03-05,br,brazil,fred,5906,m
england,1989-11-22,gb-eng,england,chris smalling,3613,d
france,1995-12-05,fr,france,anthony martial,11272,f
england,1992-12-15,gb-eng,england,jesse lingard,4337,m
argentina,1987-02-22,ar,argentina,sergio romero,13555,g
chile,1988-12-19,cl,chile,alexis sánchez,4973,f
scotland,1996-12-08,gb-eng,england,scott mctominay,14824,m
england,1961-10-10,gb-eng,england,carl shutt,244,f
england,1966-03-20,gb-eng,england,ian marshall,426,m
wales,1962-01-05,gb-wls,wales,geraint williams,203,d
england,1970-10-10,gb-eng,england,gavin johnson,209,m
scotland,1957-08-04,gb-sct,scotland,john wark,204,d
england,1969-03-27,gb-eng,england,stuart slater,691,m
bulgaria,1964-07-07,bg,bulgaria,bontcho guenchev,221,f
canada,1967-09-20,ca,canada,craig forrest,200,g
england,1963-10-02,gb-eng,england,neil thompson,205,d
england,1970-05-03,gb-eng,england,eddie youds,207,d
england,1965-02-14,gb-eng,england,mick stockwell,216,m
england,1965-01-09,gb-eng,england,david linighan,206,d
england,1968-03-31,gb-eng,england,steve palmer,202,d
netherlands,1970-10-29,nl,netherlands,edwin van der sar,2070,g
poland,1982-03-20,pl,poland,tomasz kuszczak,2818,g
nigeria,1982-11-22,ng,nigeria,yakubu,2553,f
england,1986-08-01,gb-eng,england,andrew taylor,2750,d
brazil,1981-12-10,br,brazil,fábio rochemback,2948,m
england,1984-12-17,gb-eng,england,andrew davies,2313,d
austria,1983-01-16,at,austria,emanuel pogatetz,2946,d
australia,1982-03-19,au,australia,bradley jones,1947,g
england,1987-07-14,gb-eng,england,adam johnson,2274,m
germany,1984-08-18,de,germany,robert huth,2053,d
south korea,1979-04-29,kr,south korea,lee dong-gook,3167,f
netherlands,1961-07-29,nl,netherlands,luc nijholt,766,m
northern ireland,1972-11-01,gb-nir,northern ireland,kevin horlock,767,m
england,1967-07-09,gb-eng,england,nicky hammond,830,g
norway,1967-01-10,no,norway,jan åge fjørtoft,773,f
england,1971-10-22,gb-eng,england,adrian whitbread,764,d
england,1963-12-28,gb-eng,england,andy mutch,771,f
england,1963-02-26,gb-eng,england,shaun taylor,827,d
england,1962-05-07,gb-eng,england,brian kilcline,818,d
england,1966-07-15,gb-eng,england,martin ling,831,m
wales,1964-09-13,gb-wls,wales,paul bodin,828,d
england,1967-09-06,gb-eng,england,keith scott,829,f
scotland,1965-01-20,gb-sct,scotland,colin calderwood,775,d
england,1974-08-21,gb-eng,england,darren caskey,565,m
england,1973-03-21,gb-eng,england,stuart nethercott,554,d
england,1973-08-13,gb-eng,england,paul mahorn,780,f
northern ireland,1970-09-28,gb-nir,northern ireland,mark williams,1825,d
england,1975-07-28,gb-eng,england,chris day,1777,g
northern ireland,1973-09-10,gb-nir,northern ireland,peter kennedy,1789,m
england,1971-09-24,gb-eng,england,des lyttle,936,d
wales,1974-09-03,gb-wls,wales,robert page,1779,d
england,1977-10-01,gb-eng,england,clint easton,1824,m
france,1973-07-31,fr,france,alexandre bonnot,1784,m
england,1971-08-11,gb-eng,england,tommy mooney,1795,f
australia,1974-04-27,au,australia,richard johnson,1787,m
dr congo,1967-01-10,be,belgium,michel ngonge,1794,f
england,1981-05-21,gb-eng,england,stephen brooker,1793,f
england,1980-05-22,gb-eng,england,tommy smith,1799,f
england,1974-03-20,gb-eng,england,andy roberts,1475,d
guyana,1977-11-01,gy,guyana,carl cort,1284,f
northern ireland,1971-08-02,gb-nir,northern ireland,michael hughes,967,m
norway,1969-09-29,no,norway,tore pedersen,820,d
scotland,1975-01-25,gb-sct,scotland,duncan jupp,1283,d
england,1972-09-01,gb-eng,england,neal ardley,600,m
france,1989-08-16,fr,france,moussa sissoko,4549,m
england,1997-04-13,gb-eng,england,kyle walker-peters,13815,d
france,1986-12-26,fr,france,hugo lloris,4664,g
colombia,1996-06-12,co,colombia,davinson sánchez,20224,d
brazil,1992-08-13,br,brazil,lucas moura,5762,f
belgium,1987-04-24,be,belgium,jan vertonghen,4666,d
spain,1985-02-26,es,spain,fernando llorente,5551,f
argentina,1998-01-12,ar,argentina,juan foyth,25309,d
denmark,1992-02-14,dk,denmark,christian eriksen,4845,m
england,1990-07-02,gb-eng,england,danny rose,3507,d
south korea,1992-07-08,kr,south korea,son heung-min,4999,f
england,2000-09-16,gb-eng,england,oliver skipp,21413,m
england,1998-11-05,gb-eng,england,george marsh,15136,m
kosovo,1994-07-31,ch,switzerland,florent hadergjonaj,12173,d
germany,1992-05-12,de,germany,erik durm,5097,d
germany,1989-04-16,de,germany,chris löwe,19608,d
england,1987-11-20,gb-eng,england,ben hamer,3183,g
united states,1989-03-08,de,germany,danny williams,9473,m
denmark,1990-04-23,dk,denmark,zanka,7103,d
scotland,1984-11-30,gb-sct,scotland,alan hutton,3506,d
england,1989-08-12,gb-eng,england,tom cleverley,3448,m
austria,1991-08-05,at,austria,andreas weimann,3803,f
denmark,1992-08-11,ci,cote d’ivoire,jores okore,4719,d
france,1987-09-15,fr,france,aly cissokho,4797,d
spain,1992-11-22,es,spain,carles gil,7568,m
curacao,1991-08-21,nl,netherlands,leandro bacuna,4721,m
belgium,1990-12-03,cd,dr congo,christian benteke,4492,f
colombia,1986-02-06,co,colombia,carlos sánchez,10430,m
netherlands,1985-02-16,nl,netherlands,ron vlaar,4486,d
england,1989-03-25,gb-eng,england,scott sinclair,2892,m
ireland,1976-04-20,ie,ireland,shay given,851,g
nigeria,1987-04-22,ng,nigeria,john obi mikel,3102,m
belgium,1989-08-02,be,belgium,nacer chadli,4844,m
togo,1984-02-26,tg,togo,emmanuel adebayor,2845,f
england,1994-01-15,gb-eng,england,eric dier,4112,d
france,1988-07-11,fr,france,etienne capoue,4843,m
england,1991-06-13,gb-eng,england,ryan mason,3725,m
argentina,1992-03-04,ar,argentina,erik lamela,4842,m
england,1993-07-28,gb-eng,england,harry kane,3960,f
spain,1985-05-27,es,spain,roberto soldado,4846,f
belgium,1987-07-16,be,belgium,mousa dembélé,4123,m
romania,1989-11-14,ro,romania,vlad chiriches,4840,d
france,1989-02-26,fr,france,gabriel obertan,3919,m
netherlands,1989-07-22,nl,netherlands,daryl janmaat,10480,d
spain,1993-07-29,es,spain,ayoze pérez,10487,f
curacao,1989-04-04,cw,curacao,vurnon anita,4550,m
france,1986-05-25,fr,france,yoan gouffran,4554,m
argentina,1991-03-14,ar,argentina,facundo ferreyra,5924,f
england,1992-05-01,gb-eng,england,sammy ameobi,4176,f
mali,1992-12-02,fr,france,massadio haïdara,4545,d
france,1990-03-08,fr,france,rémy cabella,10484,m
england,1997-02-10,gb-eng,england,adam armstrong,9199,f
ireland,1986-04-30,ie,ireland,robert elliot,2214,g
ireland,1974-07-09,ie,ireland,gary kelly,694,d
england,1975-10-14,gb-eng,england,michael duberry,669,d
ireland,1976-04-20,ie,ireland,steve finnan,2072,d
france,1974-01-15,fr,france,martin djetou,2246,m
england,1979-09-26,gb-eng,england,jon harley,1147,d
wales,1968-11-29,gb-wls,wales,andy melville,1254,d
england,1972-10-27,gb-eng,england,lee clark,723,m
ghana,1980-10-06,gh,ghana,elvis hammond,2087,f
japan,1979-09-18,jp,japan,junichi inamoto,2005,m
france,1973-06-10,fr,france,sylvain legwinski,2079,m
england,1972-05-17,gb-eng,england,barry hayles,2085,f
netherlands,1987-02-13,nl,netherlands,eljero elia,10499,m
england,1995-01-27,gb-eng,england,harrison reed,4818,m
england,1995-12-08,gb-eng,england,jordon ibe,4527,m
italy,1991-11-26,it,italy,manolo gabbiadini,12639,f
portugal,1991-08-31,de,germany,cédric soares,11347,d
morocco,1993-09-17,fr,france,sofiane boufal,12584,m
tunisia,1995-03-05,fr,france,mouez hassen,20494,g
uruguay,1987-04-07,uy,uruguay,martín cáceres,5513,d
england,1993-03-05,gb-eng,england,harry maguire,9566,d
england,1996-12-20,gb-eng,england,jarrod bowen,8868,f
united states,1983-03-09,us,united states,clint dempsey,3121,f
ghana,1981-06-15,gh,ghana,john pantsil,3280,d
england,1977-03-18,gb-eng,england,danny murphy,1423,m
england,1981-05-15,gb-eng,england,paul konchesky,1515,d
norway,1981-06-20,no,norway,brede hangeland,3394,d
nigeria,1982-06-08,ng,nigeria,dickson etuhu,1932,m
northern ireland,1982-02-25,gb-nir,northern ireland,chris baird,2129,d
france,1974-09-25,fr,france,olivier dacourt,1560,m
senegal,1980-11-08,sn,senegal,diomansy kamara,2789,f
norway,1977-11-10,no,norway,erik nevland,1432,f
switzerland,1971-01-08,ch,switzerland,pascal zuberbühler,3611,g
finland,1978-08-09,fi,finland,toni kallio,3396,d
spain,1985-01-12,es,spain,borja valero,3749,m
slovenia,1980-09-20,si,slovenia,robert koren,3743,m
netherlands,1986-12-30,nl,netherlands,gianni zuiverloon,3737,d
portugal,1980-10-02,fr,france,filipe andrade teixeira,3747,m
cote d’ivoire,1980-10-06,ci,cote d’ivoire,abdoulaye méité,3082,d
england,1988-12-01,gb-eng,england,jay simpson,3057,f
slovakia,1983-01-26,sk,slovakia,marek cech,3735,d
curacao,1982-11-29,cw,curacao,shelton martis,3738,d
czech republic,1983-03-26,cz,czech republic,roman bednar,3757,f
argentina,1984-02-18,ar,argentina,juan carlos menseguéz,3748,m
england,1992-01-30,gb-eng,england,tom ince,4137,m
netherlands,1991-06-04,nl,netherlands,rajiv van la parra,10964,m
england,1991-03-25,gb-eng,england,scott malone,3995,d
belgium,1988-12-07,be,belgium,laurent depoitre,16747,f
germany,1996-11-28,ma,morocco,abdelhamid sabiri,22591,m
germany,1991-06-18,de,germany,collin quaner,21677,f
england,1994-01-19,gb-eng,england,alfie mawson,9960,d
south korea,1989-01-24,kr,south korea,ki sung-yeung,4656,m
wales,1988-10-29,gb-eng,england,andy king,8976,m
ghana,1991-09-11,fr,france,jordan ayew,5595,f
netherlands,1992-10-15,nl,netherlands,mike van der hoorn,4877,d
poland,1985-04-18,pl,poland,lukasz fabianski,3309,g
england,1988-11-17,gb-eng,england,kyle naughton,3956,d
england,1992-05-28,gb-eng,england,tom carroll,4430,m
england,1997-10-02,gb-eng,england,tammy abraham,13286,f
sweden,1989-06-23,se,sweden,kristoffer nordfeldt,13795,g
wales,1995-09-23,gb-wls,wales,connor roberts,13917,d
netherlands,1990-09-13,nl,netherlands,luciano narsingh,7122,m
brazil,1989-03-15,br,brazil,sandro,4193,m
france,1977-08-17,fr,france,william gallas,2054,d
netherlands,1983-02-11,nl,netherlands,rafael van der vaart,4192,m
england,1991-04-29,gb-eng,england,adam smith,3512,d
russia,1983-11-08,ru,russia,pavel pogrebnyak,4306,f
mali,1981-05-18,ml,mali,mahamadou diarra,4304,m
turkey,1993-11-19,at,austria,kerim frei,4305,m
england,1985-09-20,gb-eng,england,david stockdale,3610,g
czech republic,1988-01-01,cz,czech republic,marcel gecov,4303,m
switzerland,1985-02-14,ch,switzerland,philippe senderos,2412,d
italy,1992-09-29,it,italy,marcello trotta,4309,f
switzerland,1992-06-02,mk,north macedonia,pajtim kasami,4302,m
guyana,1991-03-06,gy,guyana,matthew briggs,3116,d
